stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
300097,200097,Carpool stop 36,,43.677080000000004,-79.36784,,,,,,0
300098,200098,Carpool stop 37,,43.677110000000006,-79.36798,,,,,,0
300099,200099,Carpool stop 38,,43.67716,-79.36808,,,,,,0
300100,200100,Carpool stop 39,,43.677260000000004,-79.36818000000001,,,,,,0
300101,200101,Carpool stop 40,,43.67737,-79.36826,,,,,,0
300102,200102,Carpool stop 41,,43.677730000000004,-79.36844,,,,,,0
300103,200103,Carpool stop 42,,43.678050000000006,-79.36859000000001,,,,,,0
300104,200104,Carpool stop 43,,43.678180000000005,-79.3686,,,,,,0
300105,200105,Carpool stop 44,,43.6783,-79.36854000000001,,,,,,0
300106,200106,Carpool stop 45,,43.67837,-79.36848,,,,,,0
300107,200107,Carpool stop 46,,43.678520000000006,-79.36831000000001,,,,,,0
300108,200108,Carpool stop 47,,43.67857,-79.36827000000001,,,,,,0
300109,200109,Carpool stop 48,,43.678740000000005,-79.36799,,,,,,0
300110,200110,Carpool stop 49,,43.679100000000005,-79.36748,,,,,,0
300111,200111,Carpool stop 50,,43.679280000000006,-79.36716000000001,,,,,,0
300112,200112,Carpool stop 51,,43.679300000000005,-79.36708,,,,,,0
300113,200113,Carpool stop 52,,43.67947,-79.36683000000001,,,,,,0
300114,200114,Carpool stop 53,,43.680220000000006,-79.36568000000001,,,,,,0
300115,200115,Carpool stop 54,,43.680690000000006,-79.36498,,,,,,0
300116,200116,Carpool stop 55,,43.68084,-79.36478000000001,,,,,,0
300117,200117,Carpool stop 56,,43.680980000000005,-79.36463,,,,,,0
300118,200118,Carpool stop 57,,43.68124,-79.36443000000001,,,,,,0
300119,200119,Carpool stop 58,,43.68211,-79.36396,,,,,,0
300120,200120,Carpool stop 59,,43.68222,-79.36388000000001,,,,,,0
300121,200121,Carpool stop 60,,43.68231,-79.36377,,,,,,0
300122,200122,Carpool stop 61,,43.682480000000005,-79.3635,,,,,,0
300123,200123,Carpool stop 62,,43.682550000000006,-79.36334000000001,,,,,,0
300124,200124,Carpool stop 63,,43.682590000000005,-79.36318,,,,,,0
300125,200125,Carpool stop 64,,43.682590000000005,-79.36301,,,,,,0
300126,200126,Carpool stop 65,,43.682550000000006,-79.36288,,,,,,0
300127,200127,Carpool stop 66,,43.68249,-79.36281000000001,,,,,,0
300128,200128,Carpool stop 67,,43.682410000000004,-79.36273000000001,,,,,,0
300129,200129,Carpool stop 68,,43.682300000000005,-79.3627,,,,,,0
300130,200130,Carpool stop 69,,43.68159000000001,-79.36271,,,,,,0
300131,200131,Carpool stop 70,,43.681140000000006,-79.3627,,,,,,0
300132,200132,Carpool stop 71,,43.68104,-79.3626,,,,,,0
300133,200133,Carpool stop 72,,43.680960000000006,-79.3626,,,,,,0
300134,200134,Carpool stop 73,,43.680690000000006,-79.36257,,,,,,0
300135,200135,Carpool stop 74,,43.67985,-79.36248,,,,,,0
300136,200136,Carpool stop 75,,43.678610000000006,-79.36235,,,,,,0
300137,200137,Carpool stop 76,,43.678050000000006,-79.36227000000001,,,,,,0
300138,200138,Carpool stop 77,,43.677490000000006,-79.36216,,,,,,0
300139,200139,Carpool stop 78,,43.676950000000005,-79.36203,,,,,,0
300140,200140,Carpool stop 79,,43.67631,-79.36185,,,,,,0
300141,200141,Carpool stop 80,,43.67503000000001,-79.36145,,,,,,0
300142,200142,Carpool stop 81,,43.67461,-79.36128000000001,,,,,,0
300143,200143,Carpool stop 82,,43.67409000000001,-79.36102000000001,,,,,,0
300144,200144,Carpool stop 83,,43.67362000000001,-79.36073,,,,,,0
300145,200145,Carpool stop 84,,43.673230000000004,-79.36046,,,,,,0
300146,200146,Carpool stop 85,,43.67269,-79.36002,,,,,,0
300147,200147,Carpool stop 86,,43.67217,-79.35954000000001,,,,,,0
300148,200148,Carpool stop 87,,43.6711,-79.35854,,,,,,0
300149,200149,Carpool stop 88,,43.67072,-79.35820000000001,,,,,,0
300150,200150,Carpool stop 89,,43.670350000000006,-79.35791,,,,,,0
300151,200151,Carpool stop 90,,43.669900000000005,-79.35761000000001,,,,,,0
300152,200152,Carpool stop 91,,43.669450000000005,-79.35739000000001,,,,,,0
300153,200153,Carpool stop 92,,43.66903000000001,-79.35723,,,,,,0
300154,200154,Carpool stop 93,,43.66845000000001,-79.35706,,,,,,0
300155,200155,Carpool stop 94,,43.6676,-79.35681000000001,,,,,,0
300156,200156,Carpool stop 95,,43.66434,-79.35586,,,,,,0
300157,200157,Carpool stop 96,,43.66322,-79.35553,,,,,,0
300158,200158,Carpool stop 97,,43.66284,-79.35542000000001,,,,,,0
300159,200159,Carpool stop 98,,43.66274000000001,-79.35537000000001,,,,,,0
300160,200160,Carpool stop 99,,43.66257,-79.35531,,,,,,0
300161,200161,Carpool stop 100,,43.662330000000004,-79.35524000000001,,,,,,0
300162,200162,Carpool stop 101,,43.662020000000005,-79.35514,,,,,,0
300163,200163,Carpool stop 102,,43.66122,-79.35491,,,,,,0
300164,200164,Carpool stop 103,,43.66067,-79.35476000000001,,,,,,0
300165,200165,Carpool stop 104,,43.65941,-79.35442,,,,,,0
300166,200166,Carpool stop 105,,43.65879,-79.35419,,,,,,0
300167,200167,Carpool stop 106,,43.658260000000006,-79.35392,,,,,,0
300168,200168,Carpool stop 107,,43.65784,-79.35365,,,,,,0
300169,200169,Carpool stop 108,,43.65762,-79.35347,,,,,,0
300170,200170,Carpool stop 109,,43.65726,-79.35316,,,,,,0
300171,200171,Carpool stop 110,,43.65704,-79.35295,,,,,,0
300172,200172,Carpool stop 111,,43.65644,-79.35226,,,,,,0
300173,200173,Carpool stop 112,,43.65596,-79.35169,,,,,,0
300174,200174,Carpool stop 113,,43.65522000000001,-79.35086000000001,,,,,,0
300175,200175,Carpool stop 114,,43.654880000000006,-79.35048,,,,,,0
300176,200176,Carpool stop 115,,43.654120000000006,-79.34969000000001,,,,,,0
300177,200177,Carpool stop 116,,43.65363000000001,-79.34927,,,,,,0
300178,200178,Carpool stop 117,,43.65344,-79.34911000000001,,,,,,0
300179,200179,Carpool stop 118,,43.65339,-79.349,,,,,,0
300180,200180,Carpool stop 119,,43.65305,-79.34874,,,,,,0
300181,200181,Carpool stop 120,,43.65281,-79.34859,,,,,,0
300182,200182,Carpool stop 121,,43.65260000000001,-79.34843000000001,,,,,,0
300183,200183,Carpool stop 122,,43.65249,-79.34832,,,,,,0
300184,200184,Carpool stop 123,,43.65234,-79.34817000000001,,,,,,0
300185,200185,Carpool stop 124,,43.65195000000001,-79.34782000000001,,,,,,0
300186,200186,Carpool stop 125,,43.65129,-79.34725,,,,,,0
300187,200187,Carpool stop 126,,43.651140000000005,-79.34713,,,,,,0
300188,200188,Carpool stop 127,,43.65102,-79.34702,,,,,,0
300189,200189,Carpool stop 128,,43.65106,-79.34694,,,,,,0
300190,200190,Carpool stop 129,,43.65135,-79.34629000000001,,,,,,0
300191,200191,Carpool stop 130,,43.65158,-79.34571000000001,,,,,,0
300192,200192,Carpool stop 131,,43.65194,-79.34477000000001,,,,,,0
300193,200193,Carpool stop 132,,43.652150000000006,-79.3442,,,,,,0
300194,200194,Carpool stop 133,,43.652440000000006,-79.34347000000001,,,,,,0
300195,200195,Carpool stop 134,,43.653270000000006,-79.34151,,,,,,0
300196,200196,Carpool stop 135,,43.653830000000006,-79.34016000000001,,,,,,0
300197,200197,Carpool stop 136,,43.65404,-79.33969,,,,,,0
300198,200198,Carpool stop 137,,43.654770000000006,-79.33798,,,,,,0
300199,200199,Carpool stop 138,,43.655080000000005,-79.33722,,,,,,0
300200,200200,Carpool stop 139,,43.655480000000004,-79.33630000000001,,,,,,0
300201,200201,Carpool stop 140,,43.65585,-79.33552,,,,,,0
300202,200202,Carpool stop 141,,43.656560000000006,-79.33405,,,,,,0
300203,200203,Carpool stop 142,,43.65711,-79.33290000000001,,,,,,0
300204,200204,Carpool stop 143,,43.657790000000006,-79.33139000000001,,,,,,0
300205,200205,Carpool stop 144,,43.658080000000005,-79.33065,,,,,,0
300206,200206,Carpool stop 145,,43.65861,-79.32942000000001,,,,,,0
300207,200207,Carpool stop 146,,43.6587,-79.32919000000001,,,,,,0
300208,200208,Carpool stop 147,,43.65892,-79.32852000000001,,,,,,0
300209,200209,Carpool stop 148,,43.65921,-79.32745000000001,,,,,,0
300210,200210,Carpool stop 149,,43.659420000000004,-79.32663000000001,,,,,,0
300211,200211,Carpool stop 150,,43.65975,-79.32512000000001,,,,,,0
300212,200212,Carpool stop 151,,43.660000000000004,-79.32404000000001,,,,,,0
300213,200213,Carpool stop 152,,43.66033,-79.32303,,,,,,0
300214,200214,Carpool stop 153,,43.66048000000001,-79.32252000000001,,,,,,0
300215,200215,Carpool stop 154,,43.66064,-79.32188000000001,,,,,,0
300216,200216,Carpool stop 155,,43.660740000000004,-79.32163000000001,,,,,,0
300217,200217,Carpool stop 156,,43.661030000000004,-79.32032000000001,,,,,,0
300218,200218,Carpool stop 157,,43.661480000000005,-79.31836000000001,,,,,,0
300219,200219,Carpool stop 158,,43.66183,-79.31673,,,,,,0
300220,200220,Carpool stop 159,,43.66201,-79.31595,,,,,,0
300221,200221,Carpool stop 160,,43.662020000000005,-79.31566000000001,,,,,,0
300222,200222,Carpool stop 161,,43.66219,-79.31491000000001,,,,,,0
300223,200223,Carpool stop 162,,43.66234,-79.31426,,,,,,0
300224,200224,Carpool stop 163,,43.66284,-79.31209000000001,,,,,,0
300225,200225,Carpool stop 164,,43.663140000000006,-79.31074000000001,,,,,,0
300226,200226,Carpool stop 165,,43.663610000000006,-79.30869000000001,,,,,,0
300227,200227,Carpool stop 166,,43.66396,-79.30718,,,,,,0
300228,200228,Carpool stop 167,,43.66407,-79.30685000000001,,,,,,0
300229,200229,Carpool stop 168,,43.66422,-79.30647,,,,,,0
300230,200230,Carpool stop 169,,43.664480000000005,-79.30598,,,,,,0
300231,200231,Carpool stop 170,,43.664730000000006,-79.30562,,,,,,0
300232,200232,Carpool stop 171,,43.665090000000006,-79.30523000000001,,,,,,0
300233,200233,Carpool stop 172,,43.665400000000005,-79.30496000000001,,,,,,0
300234,200234,Carpool stop 173,,43.66564,-79.30482,,,,,,0
300235,200235,Carpool stop 174,,43.665870000000005,-79.30474000000001,,,,,,0
300236,200236,Carpool stop 175,,43.666050000000006,-79.30471,,,,,,0
300237,200237,Carpool stop 176,,43.666250000000005,-79.30473,,,,,,0
300238,200238,Carpool stop 177,,43.666470000000004,-79.30481,,,,,,0
300239,200239,Carpool stop 178,,43.666630000000005,-79.30488000000001,,,,,,0
300240,200240,Carpool stop 179,,43.66668000000001,-79.30494,,,,,,0
300241,200241,Carpool stop 180,,43.66689,-79.30502000000001,,,,,,0
300242,200242,Carpool stop 181,,43.66702,-79.30508,,,,,,0
300243,200243,Carpool stop 182,,43.668380000000006,-79.30564000000001,,,,,,0
300244,200244,Carpool stop 183,,43.66875,-79.30579,,,,,,0
300245,200245,Carpool stop 184,,43.66888,-79.30521,,,,,,0
300246,200246,Carpool stop 185,,43.66901,-79.30465000000001,,,,,,0
300247,200247,Carpool stop 186,,43.669180000000004,-79.30388,,,,,,0
300248,200248,Carpool stop 187,,43.669720000000005,-79.30144,,,,,,0
300249,200249,Carpool stop 188,,43.670480000000005,-79.29798000000001,,,,,,0
300250,200250,Carpool stop 189,,43.671420000000005,-79.29354000000001,,,,,,0
300251,200251,Carpool stop 190,,43.67313,-79.28524,,,,,,0
300252,200252,Carpool stop 191,,43.6706,-79.28419000000001,,,,,,0
